"generally speaking","SKWRAO*-EBGDZ",48
"generally speaking","SKWRAO-EBGDZ",1
"Geobbels","TKPW-ERB/-ELZ",0
"geographically","SKWRAO*-EFLG",10
"geologically","SKWRAO*-ELGD",3
"gesticulate","SKWR*-ES/T-EUBG/HRA-EUT",0
"gesticulation","SKWR*-ES/KHRA-EUGS",9
"Glasgow","TKPWHRA-Z/TKPWO-E",0
"Glasgow","TKPWHRA-FG",17
"Glaswegian","TKPWHRA-Z/WAO-EPBLG",0
"Glaswegian","TKPWHRA-PBLG",16
"Glaswegians","TKPWHRA-Z/WAO-EPBLGZ",0
"Glaswegians","TKPWHRA-PBLGZ",1
"go up","TKPW-P",4
"God the Word","TKPWO-D/TWO-RD",0
"going through","TKPW-RGTS",13
"going to actually","TKPWAO*-LTD",7
"going to believe","TKPWAO-BL",0
"going to notice","TKPWAO-FBT",3
"going to read","TKRAO-RD",1
"Goliath","TKPWO-L/AO-EU/*-T",3
"good example","TKPWAO-FRPL",8
"good examples","TKPWAO-FRPLZ",0
"goodness","TKPWAO*-PBS",2
"got up","TKPWO-P",12
"governmental","TKPWO*-FRPBLT",44
"greater than or equal to","TKPWRA*-EURPBT",17
"greater than or equal to","TKPWRA-EURPBT/-P",1
"greater weight of the evidence","TKPWR*-FD",35
"Greer's","TKPWRAO*-ERZ",0
"group of the","TKPWRAO-UFPT",9
"Gualaceo","WA-L/A/SA-EU/O-E",1
"Guayaquil","WAO-EU/A/KAO-EL",11
"Guayaquil","WAO-EU/A/K-EUL",12
"guilty or not guilty","TKPW-EULT/-P",0
"gunpoint","TKPWO-EUPT",8
"gunpoint","#2K3W0-EU79",0
"gunpoints","TKPWO-EUPTS",0
"gunpoints","#2K3W0-EU79S",0
"h","H-RBGS",21
"had a point","HA*-PT",15
"had an appointment","'-EUD/O-PB/PO-EUPLT",0
"had we had","H-FRBLGD",0
"had you seen","H-UZ",5
"harrowing","HA-R/O-EG",1
"Harvard University","HA*-FRD/KWRAO-UFRT",1
"Harvard-Westlake","HA*-FRD/W*-ES/HRA-EUBG",3
"harvest","HA*-FRBS",2
"harvests","HA*-FRBSZ",3
"haunt","HA*-UPBT",1
"haunting","HA*-UPBGT",1
"haunts","HA*-UPBTS",1
"have her","SR*-ER",18
"have you had your deposition","SR-UD/-RBG/TKPO-GS",0
"have you had your deposition taken before","SR-UD/*-RBG/TKPO-GS/TA-EUP/PWR",0
"having it","SR*-GT",2
"he doesn't ask me","KWHRAO-PLGS",1
"he doesn't have anything else","KWHRAO*-FLGSZ",6
"he is the","#-ES",7
"he recommends","*-ERPLDZ",55
"helipad","H-EL/PA-D",4
"Hendrix","H-EPB/TKR-EUBGS",3
"Her Majesty's","H*-ERPBLGSZ",11
"her name is","H-EPLDZ",0
"heteronomy","H-ET/-ER/O-PB/PH-EU",1
"heuristically","HAO-UFRBLG",15
"hid it","H-EUTD/T",0
"hierarchical","HAO*-EURBLG",14
"high-tech","H*-EBG",2
"himself","H-EUPL/S-EFL",1
"His Majesty's","H*-EUPBLGSZ",15
"his or hers","HO*-RZ",10
"histogram","H*-EUS/TKPWRA-PL",39
"histograms","H*-EUS/TKPWRA-PLZ",10
"Hofeld","HO/TP-ELD",6
"hole","HO-L",65
"holes","HO-LZ",17
"holy","HO-EL",96
"Holy Trinity","HO-EL/TR*-EUPBT",3
"Homicide Act of","HO-PLS/A-BGT/-F",0
"hospital-given infections","HO-PT/TKPW*-EUFPB/STW-EBGSZ",0
"House of Commons","HO-US/-F/KPHO-PZ",1
"Houston","HAO*-UPBS",49
"how do you estimate","TKHAO-UFPLT",17
"how little","HO*-ULGTS",17
"how that","HO-ULGTS",21
"HR","H*-R",10
"Human Rights Act","HAO-URTS/A-BGT",1
"humiliate","HAO*-ULGTS",0
"humiliate","HAO*-ULT",9
"humiliated","HAO*-ULGTSD",0
"humiliated","HAO*-ULTD",15
"humiliates","HAO*-ULTS",1
"humiliating","HAO*-ULGT",12
"humiliation","HAO*-ULGS",16
"humiliations","HAO*-ULGSZ",0
"hydrogen","HAO-EUPBLG",26
"hygiene","HAO*-EUPBLG",11
"hypocrisy","H*-EUPS",27
"I can't also","KWRA-LSZ",1
"I didn't ever go","KWR*-EUFRG",2
"I do that","'-EURPBLGTS",21
"I don't ask them","KWRO-PGTSDZ",0
"I have to be observant","*-EUF/TAO-B/O-EBT",0
"I tried to read","STKRAO-RD",3
"ically","*-EULG",26
"iconoclastic","AO-EU/KO-PB/KHRA-FBG",0
"idiosyncratic","O*-EUD/S*-EUPBG/RA-BGT",0
"if this, then that","PWRA-EUPB/SK-EUPZ/-T/PRO-Z",0
"if what is","TP-FBS",8
"illustrate","*-EURLT",36
"illustrated","*-EURLTD",11
"illustrates","*-EURLTS",12
"illustrating","*-EURLGT",5
"illustration","*-EURLGTZ",0
"illustration","*-EURLGS",34
"illustrations","*-EURLGSZ",4
"illustrator","R*-EURLT",20
"illustrators","R*-EURLTS",3
"I'm assuming","AO-EUPL/SAO-EUPLG",0
"I'm going to","STKPWAO",35
"I'm going to believe","STKPWAO-BL",9
"I'm going to feel","STKPWAO-FL",3
"I'm going to have","STKPWAO*-F",10
"I'm going to have the","STKPWAO*-FT",9
"I'm going to have this","STKPWAO*-FTSDZ",9
"I'm trying to read","STKPWRAO-RD",0
"Immanuel Kant","KA*-UPBT",9
"Immanuel Kant","KA-UPBT/KA-UPBT",0
"immutability","KPWAO*-UBLT/T-EU",0
"immutability","KPWAO-UBLT/T-EU",0
"immutable","KPWAO-UBLT",7
"immutably","KPWAO*-UBLT",3
"implicit","KPWHR*-EUFS",39
"implicitly","KPWHR*-EUFLS",40
"in a position","TPHO-PGS",4
"in a step-by-step","TPHA/ST-EP/PW-EU/ST-EP",2
"in accordance with","TKPHAO-RPBS",78
"in accordance with the","TKPHAO*-RPBS",30
"in context","TKPH-EBGS",62
"in light of the facts","TPHRAO-EUFBGS",5
"In Living Color","TPH/HR*-EUFG/KHRO-R",0
"in practice","PRA-TSDZ",11
"in preparation for today's deposition","TPHR*-FRPGS",9
"in reference to the","TPHR-EFRPBSZ",16
"in response to the","STPHAO*-PBSZ",15
"In Search of Lost Time","TPH/S-EFRPB/-F/HRO*-S/TAO-EUPL",0
"in the beginning","TPH*-EG",21
"in the context","TKPH*-EBGS",7
"in the context of","TKPH*-EFBGS",12
"in the context of the","TKPH*-EFBGTS",1
"in the long run","TPHO*-RPB",35
"in the middle of a","TPHA-EUFLGDZ",16
"in the present","TPHR-EPBT",24
"in the train","TRA-EUPBTSDZ",0
"in theory","THAO-ERTSDZ",16
"in this day and age","TPH-TSDZ/TA-EU/SKP/A-EUPBLG",1
"in total","TPHO-ELGTS",20
"including but not limited to","KHRAO-UBD",28
"including but not limited to","KHRAO-UBT",0
"inconceivably","SKA-EFBL",7
"inconveniently","KWAO*-EPBLT",5
"incrementally","KR*-EPLTD",31
"indefinite","TKW*-EPBT",31
"indefinitely","TKW*-EPBLT",41
"indubitably","'-EUPB/TKAO-UBT/A*-BL",0
"inferential","STWR-EPBLT",21
"inferentially","STWR*-EPBLT",7
"ingly","'-LG",16
"in-house counsel","TPH/HO-US/KO-UPBS",0
"in-house counsel","TPHO-UPBLS",8
"innovate","STWA-EUT",4
"innovated","STWA-EUTD",3
"innovater","STWA-EURT",4
"innovates","STWA-EUTS",1
"innovating","STWA-EUGT",3
"innovation","STWA-EUGTS",0
"innovation","STWA-EUGS",17
"innovations","STWA-EUGSZ",6
"innovative","STWA*-EUFT",13
"innovatively","STWA*-EUFLT",0
"inspirationally","SPO*-EURLGS",7
"inspirationally","SPO*-EURBL",5
"instead of it","STPH*-EFTD",22
"insurmountable","'-EUPB/S-URPL/O-UPBT/A-BL",0
"integer","SPW*-ERPBLG",12
"integers","SPW*-ERPBLGZ",0
"integrate","SPW-EGT",29
"integrated","SPW-EGTD",15
"integrates","SPW-EGTS",3
"integrating","SPW*-EGT",13
"integrity","SPW-ERGT",29
"integrity","SPW*-ERGT",5
"intelligibility","T-EBL/T-EU",19
"intelligible","T-EBL",28
"intentionality","SPW-EPBLGS/T-EU",2
"interest-only mortgage","SPW/O-PBL/PHO-RPBLG",2
"interest-only mortgages","SPW/O-PBL/PHO-RPBLGZ",0
"intermediately","SPW*-ERPLD",14
"International Code Council","SPW-ERPBLT/KO-ED/KO*-UPBS",0
"International Experience Canada","SPW-ERPBLT/SP-ERPBS/KA*-PBD",0
"International Legal Alliance Summit","SPW-ERPBLT/HRAO-EL/HRA-EPBS/S-UPLT",0
"into eight","#13W50-U6",1
"into five","#13W50-U79",12
"into four","#13W50-U7",5
"into nine","#13W50-U69",6
"into one","#13W50-U9",36
"into seven","#13W50-U789",3
"into six","#13W50-U78",2
"into three","#13W50-U89",16
"into two","#13W50-U8",27
"intra vires","SPWRA/SRAO-ER/-US",0
"introspect","SPWRO/SP-EBGT",2
"introspected","SPWRO/SP-EBGTD",1
"introspects","SPWRO/SP-EBGTS",2
"is it your opinion","ST/*-BG/P-PB",0
"is that fair to say","STHA-EUFRTS",7
"is-ought problem","S/A-UT/PRO-B",4
"it doesn't matter what","STKA*-EFB",23
"it looks","T-BLGZ",19
"it's very important to","'-EUTS/SR-E/PO-RPT/TO",0
"Jehovah God","SKWR*-EFGD",26
"Jehovah's Witnesses","SKWR*-EFPBSZ",46
"Jehovah's Witnesses","SKWR*-EFPBZ",0
"jeopardizing","SKWR-EPGDZ",15
"jeopardizing","SKWR-EPGZ",3
"job related to","SKWRO-B/RA-ELTD/TO",0
"John Maynard Keynes","SKWRO-PB/PHA-EU/TPHA-RD/KAO-EPBZ",3
"Judicature","SKWRAO-UD/-EUBG/TAO-UR",5
"judicially","SKWRA*-ERBL",7
"judicially","SKWR*-URBL",2
"just let me know","SKWHR*-EPL",13
"juvenile court","SKWRO-URBGT",5
"JW","SKWR-FRBLG",9
"Kathy","KA*-ETD",15
"Kilimanjaro","K-EUL/PHA-PBG/A-R/O-E",1
"knifepoint","TPHO-EUFPT",13
"knifepoints","TPHO-EUFPTS",0
"landscape","HRA-PBDZ/KA-EUP",1
"later on","HRA-EURPT",2
"least common denominator","SKPHO*-RPLT",28
"least common denominators","SKPHO*-RPLTS",0
"leniency","HRAO*-EPBS",7
"Lenovo","HRO*-EFPB",8
"let her","HR*-ER",0
"let's assume","SHRAO-UPL",21
"let's assume that","SHRAO*-UPL",14
"let's talk","STHRA-UBG",13
"let's talk about","STHRA-UB",17
"Lexington","HR-EBGDZ/TO-PB",1
"lightbulbs","PWHR-UBLZ",5
"Lincoln","HRO*-EUPBG",5
"listed","HR*-EUGSD",0
"Litchfield Borough Police Department","HR*-B/HR*-B",0
"Little Dorrit","'-LGTS/TKO-R/-EUT",1
"long run","HRO*-RPB",23
"look at","HRAO-BGT",5
"Lord Chancellor","HRO-RD/KHAO-RPBLS",0
"Lord Chief Justice","HRO-RD/KHAO-EF/SKWR-UFT",0
"Lord Diplock","HRO-RD/TK-EUP/HRO-BG",0
"Lord Jesus","SKWHRAO-ESZ",32
"Lord Jesus Christ","SKWHR*-BG",21
"Lord Kitchener","HRO-RD/K-EUFP/-EPB",0
"L-Theanine","HR*/THAO-E/TPHAO-EPB",1
"lucrative","HRAO*-UFRBGT",5
"lucratively","HRAO*-UFRBLGT",0
"magnesium","PHA-PLS",16
"make sure","PHA-EURBS",521
"malaria","PHA-L/A-R/KWRA",0
"malice aforethought","PHA-LS/-P",2
"Marcel Proust","PHA-R/S-EL/PRO*-US",1
"Marie Kondo","PHRA*/KO-PBD/O-E",1
"martyr","PHA-R/T-ER",2
"Marvel Studios","PHA*-FRL/STAO*-UDZ",0
"masturbate","PHA-S/T-UR/PWA-EUT",1
"masturbated","PHA-S/T-UR/PWA-EUTD",0
"masturbates","PHA-S/T-UR/PWA-EUTZ",0
"masturbation","PHA-S/T-UR/PWA-EUGS",1
"masturbator","PHA-S/T-UR/PWA-EURT",0
"Mavic","PHA*-F/-EUBG",8
"Mavic Air","PHA*-F/-EUBG/A-EUR",11
"Mavic Pro","PHA*-F/-EUBG/PRO",11
"Mavic Pro Platinum","PHA*-F/-EUBG/PRO/PHRA-PLT",0
"medieval","PH*-EUFLD",2
"medieval","PHAO*-EFLD",25
"medievals","PHAO*-EFLDZ",2
"mediocre","PHAO-ERBGD",13
"mediocrity","PHAO-ERBGD/T-EU",7
"mens rea","PH-EPZ/RA-EU",2
"mentation","PH-EPBT/A-EUGS",7
"menu","PHAO*-UPB",27
"menus","PHAO*-UPBZ",2
"mercantilism","PH-ERBLGT/-EUFPL",2
"million{@DOLLAR(ASIS)}","PH*-EULDZ",18
"mimic","PH-EUPL/*-EUBG",6
"Minecraft","PHAO-EUPB/KRA-FT",4
"Minecraft Pocket Edition","PHAO-EUPB/KRA-FT/PO-BGT/TK-EUGS",0
"minimum wage","PHA-EPBLG",116
"minimum wages","PHA-EPBLGZ",14
"Miranda rights","PH-EURPBD/PH-EURPBD",4
"misdemeanor","SPHAO-ERPB",17
"miserable","PHA-EFRBL",48
"miserably","PHA*-EFRBL",5
"mitigatory","PH-EUGT/R-EU",0
"mitochondria","PHO-EUT",20
"modular","PHO-URLD",7
"modus operandi","PHO-EDZ/-P",6
"Mohan","PHO-E/HA-PB",0
"moisturize","PHO*-EURS/AO-EUZ",1
"moisturizes","PHO*-EURS/AO-EUSZ",0
"moisturizing","PHO*-EURS/AO-EUGZ",2
"Molongy","PHO/HRO-PB/AO-E",0
"monetary","PHO-ERBT",0
"monetized","PHO-EPB/TAO-EUSD",1
"monetizes","PHO-EPB/TAO-EUSZ",0
"monomer","PHO*-RPL",19
"monomers","PHO*-RPLZ",0
"Montesquieu","PHO-PBT/-ES/SKAO-U",4
"Montesquieu","PHO-PBTS/SKAO-U",0
"Montevideo","PHO-PBT/SRO-ED",8
"month and a half","PHA-F",18
"months and a half","PHA-FZ",14
"moreover","PHO*-EFR",13
"most of them","PHO*-EFPL",8
"mother-in-law","PHO-ER/TPH/HRA-U",0
"mothers-in-law","PHO-ER/-Z/TPH/HRA-U",0
"Mount Prospect","PHO-UPBT/PRO-BGT",2
"Mr. B","PHR*-B",337
"Mr.^Tumnus","PHR/T-UPL/TPH-US",2
"must","*-PLS",5
"mustached","PH-US/TA-RBD",0
"my grandchildren","STKPW-RPB",12
"my time","TAO-EUPLS",9
"my understanding","S-UPBGD",0
"my understanding is","PH-EUPBGDZ",15
"my understandings","S-UPBGDZ",0
"myocardial","PHO-EURLD",8
"name of","TPHA-EUFPL",20
"National Headache Foundation","TPHA-RBL/HA-EUBG/TPO-UPBGS",4
"nature of","TPHA-EUFT",111
"nature of the","TPHA-EUFTD",2
"natures of","TPHA-EUFTS",0
"NDA","TKPHA*",26
"NDAs","TKPHA*-Z",33
"neck and","STKPH*-EBG",0
"Nedrick","TPH-ED/R-EUBG",2
"neg","TPH-EG",23
"Neil Armstrong","TPHAO-EL/A-RPL/STRO-PBG",0
"Neoplatonic","TPHO*-EU/PHRA*-EPBGT",0
"Neoplatonism","TPHO*-EU/PHRA-EFPL",0
"neptunium","TPH-EUPT/KWR-UPL",10
"never saw","*-RPB/SA-U",0
"New York Times","TPHO-RPLTS",27
"Nightingale","TPHAO-EUT/-EUPBG/A-EUL",0
"Nisan","TPHAO-EUFPB",6
"no longer","TPHO-RPBG",315
"no matter what","TPHA-EFB",17
"no matter what happened","TPHA-EFBD",14
"no matter what happens","TPHA-EFBZ",24
"non sequitur","TPHO*-PB/S-EBG",2
"nondisclosure agreement","TKPHA*/TKPHA*",20
"nondisclosure agreements","TKPHA*/TKPHA*-Z",15
"nondisclosure agreements","TKPHA*-Z/TKPHA*-Z",6
"North Korea","KRA*-E",15
"North Korean","KRA*-EPB",13
"noscitur a sociis","TPHO-S/T-UR/A/SO-ES/AO-ES",0
"nosocomial","TPHO-EZ/KO-EPL/KWRA-L",3
"not that you can think of","TPHA*-UPBG",5
"not to my knowledge","TPH*-EUPBLG",0
"nothing like that","TPHO-LGTS",27
"nothing like the","TPHO-LT",9
"notwithstanding","STWA*-PBGD",23
"novel Bleak House","TPHO*-FL/PWHRAO-EBG/HO-US",0
"novus actus interveniens","TPHO*-EF/-US/A-BGT/-US/SPW-ER/SRAO-EPB/-EPBZ",0
"novus actus interveniens","TPHO*-F/-US/A-BGT/-US/SPW-ER/SRAO-EPBS",1
"Nozick","TPHO-EZ/*-EUBG",11
"Nuremberg Code","TPHAO-URPL/PW-ERG/KO-ED",4
"Oakley","O-EBG/HRAO-E",0
"occupational hazard","O-UPLGS/-P",0
"o'clock in the morning","KHRO*-BG/TPH-T/PHO*-PBG",0
"of The Communist Manifesto","'-FT/KPHAO*-UPBS/PHAO*-FS",1
"of the Lord of Light","'-FT/HRO-RD/-F/HRAO-EUT",1
"Offense Against the Person Act","O-FPBS/TKPW-EPBS/-T/P-ERPB/A-BGT",0
"Old Trafford","O-LD/TRA-FRD",0
"Oliver Twist","O*-FRL/TW*-EUS",3
"on the basis of","AO-FBSZ",34
"on the basis of","O-T/WA-EUSZ/-F",1
"on the basis of the","AO-FBT",9
"on the basis of the","AO*-FBSZ",4
"one another's","W-URPBZ",25
"one more thing","W*-UFRLG",6
"one, two, three, four, five, six, seven","W-UPB/TWO/TRAO-E/TPO-UR/TPAO*-EUF/S-EUBGS/S-EF",1
"one-parent households","W-UPB/PA-EURPBT/HO-UFLDZ",0
"oneself","W-UFPBLS",40
"oneself","W-UFPLS",1
"oneself's","W-UFPBLSZ",9
"on-the job trainingq","O/-T/SKWRO-B/TRA-EUPBG",0
"operational","PRA-EULGS",27
"operationally","PRA*-EULGS",30
"optionality","O-PLGS/T-EU",0
"Osaka","O-ES/A-BG",21
"over","O*-EF",30
"overrule","TPRAO-UL",12
"overseas","O*-EFRSZ",6
"overwhelm","O*-ERPL",5
"oxide","KPAO-EUD",10
"oxides","KPAO-EUDZ",0
"padawan","PA-D/A/WA-PB",1
"Panamanian","PA*-EPL/KWRA-PB",0
"para","PA*-ER",38
"paradox","PRAO*-BGS",46
"paradoxes","PRAO*-BGSZ",0
"paradoxical","PRAO*-BLGS",28
"paradoxically","PRAO*-EBLGS",32
"paralyze","PRA*-LZ",12
"paralyzed","PRA-LDZ",3
"paralyzed","PRA*-LDZ",21
"paralyzes","PRA*-LSZ",9
"paralyzing","PRA-LGZ",0
"paralyzing","PRA*-LGZ",20
"paraphernalia","PA-R/A/TP-ER/TPHA-EUL/KWRA",0
"paraphernalia","PA-R/TP-ER/TPHA-EUL",4
"paraphernalia","PA-R/TP-ER/TPHA-EUL/KWRA",0
"parental","PA-EURPBLGTS",17
"parental","PA/R-EPBLGTS",11
"parental","PR-EPBLT",21
"parentally","PR*-EPBLT",1
"parent-in-law","PA-EURPBT/TPH/HRA-U",0
"parliamentarian","PA*-ERPBLT",2
"passivism","PA-S/S*-EUF/-EUFPL",0
"passport","PA-FRPT",13
"passports","PA-FRPTS",1
"Pavlovian","PA*-F/HRO*-EF/KWRA-PB",0
"peanut","PAO-EPBT",14
"peanuts","PAO-EPBTS",36
"Pembliton","P-EPL/PWHR-EUT/O-PB",0
"Pembliton","P-EPL/PWHR-EU/TO-PB",0
"percentile","P-ERLS",23
"percentiles","P-ERLSZ",8
"periodic","P*-ERBGD",12
"perplex","PHR-EF",10
"perplexed","PHR-EFD",10
"perplexes","PHR-EFS",0
"perplexes","PHR-EFZ",4
"perplexing","PHR-EFG",10
"perplexity","PHR-EFT",7
"Peruvian","PRAO*-U/SRAO-E/A-PB",0
"Peruvian","PRAO*-U/SRAO-E/KWRA-PB",0
"Ph.D.","P*-FPD",48
"Ph.D.'s","P*-FPDZ",3
"Phantom 3","TPAO-PLT/#3",0
"Phantom 4","TPAO-PLT/#4",0
"Pharisee","TPA-R/-EUS/AO-E",0
"Pharisees","TPA-R/-EUS/AO-EZ",2
"philanthropic","TP-EUL/A-PB/TRO-P/*-EUBG",0
"philosophically","TPA*-EUFLS",29
"Phoenix","TPAO*-EPBGS",28
"Phoenix Suns","TPAO*-EPBGS/S-UPBZ",1
"plasia","PHRA*-EURB",0
"Platonic","PHRA*-EPBGT",27
"Platonism","PHRA-EFPL",20
"please, please, please","PHRAO-ES/PHRAO-ES/PHRAO-ES",13
"police record","PHR-EURD",7
"policewoman","PHRA*-PL",5
"policewomen","PHR*-EPL",4
"polymer","PO*-RPL",25
"polymers","PO*-RPLZ",0
"positivism","PO/-EUFPL",10
"potentiate","PO/T-EPBGS/KWRA-EUT",0
"Praetorian","PRA-E/TO-ERPB",0
"predecession","PR-E/TKAO-E/S-EGS",2
"prefrontal","PR-EPBLGTS",14
"preponderance of evidence","P-PDZ",101
"prerequisite","PR-EFBGT",9
"prerequisites","PR-EFBGTS",2
"prestigious","PR-EFPBLGS",0
"pretty good","PR*-EG",0
"pretty soon","PR*-ETS",1
"prime minister","PRAO*-EURPLS",1
"prime ministers","PRAO*-EURPLSZ",2
"professional","PRO-EFLGS",3
"professionally","PRO*-EFLGS",3
"professionals","PRO-EFLGSZ",0
"professors","PRO-FRSZ",76
"profound","PRO-UFPBD",38
"profuse","PRO-UFS",5
"proletariat","PRO*-ELT",14
"proletariats","PRO*-ELTS",0
"promissory","PRO-RPLS",36
"promissory note","PRO*-RPLS",41
"promissory notes","PRO*-RPLSZ",2
"propense","PRO/P-EPBS",0
"proprietorship","PR*-EUP",11
"prorogation","PRO/RO-G/A-EUGS",10
"prorogation","PRO/RO-EG/*/RO*-EG/A-EUGS",0
"prorogation","PRO/RO*-EG/A-EUGS",0
"prorogue","PRO/RO*-EG",5
"prorogued","PRO/RO*-EGD",0
"prorogues","PRO/RO*-EGZ",0
"protocol","PRO-ELT",26
"protocols","PRO-ELTS",8
"Proverbs","PR-FRBZ",26
"pseudo","SAO*-UD",37
"pseudonym","SAO*-UD/TPH-EUPL",5
"pseudonyms","SAO*-UD/TPH-EUPLZ",0
"psychatrist","SAO-EUBG/TR*-EUS",1
"psychatrists","SAO-EUBG/TR*-EUSZ",1
"psychiatrist","SAO-EUBG/A/TR*-EUS",1
"psychiatrists","SAO-EUBG/A/TR*-EUSZ",0
"psychologically","SKAO*-LG",21
"pundit","P-UPB/TK-EUT",1
"pundits","P-UPB/TK-EUTS",2
"pyramid","P-EUR/A/PH-EUD",1
"pyramids","P-EUR/A/PH-EUDZ",5
"quantile","KWA-UPBLT",2
"quantile-quantile","KWA-UPBLT/KWA-UPBLT",0
"quantiles","KWA-UPBLTS",0
"question and answer","KWA*/KWA*",7
"question of fact","KW-EFBGT",5
"question of fact","#KW-E6BG9",3
"question of facts","KW-EFBGTS",10
"question of facts","#KW-E6BG9S",0
"quid pro quo","KW*-EUD/-P",5
"quota","KWO*-ET",16
"rampantly","RA-FRPLT",14
"Raskolnikov","RA-S/KO-L/TPH-EUBG/O*-F",3
"ratio decidendi","RA-EURB/TK-ES/-P",4
"rationalist","RA*-RBLS",16
"rationalists","RA*-RBLSZ",0
"Rawls","RA-ULZ",45
"read","R-ED",223
"Real Madrid","RAO-EL/PHA-RD",0
"really, really","*-RL/*-RL",97
"really, really, really","*-RL/*-RL/*-RL",5
"really, really, really, really","*-RL/*-RL/*-RL/*-RL",1
"really, really, really, really, really, really, really","*-RL/*-RL/*-RL/*-RL/*-RL/*-RL/*-RL",0
"reassurance","SHA*-URPBS",8
"reassurances","SHA*-URPBSZ",4
"reassure","SHA*-UR",9
"reassured","SHA*-URD",4
"reassures","SHA*-URZ",6
"reassuring","SHA*-URG",15
"reciprocal","SPRO-EBLG",8
"reciprocal","SPRO-BLG",23
"reciprocally","SPRO*-EBLG",1
"reciprocate","S-EUP/KA-EUT",10
"reciprocate","SPRO-EBGT",12
"reciprocated","S-EUP/KA-EUTD",10
"reciprocated","SPRO-EBGTD",2
"reciprocates","S-EUP/KA-EUTS",8
"reciprocates","SPRO-EBGTS",2
"reciprocating","S-EUP/KA-EUGT",1
"reciprocating","SPRO*-EBGT",10
"reciprocation","S-EUP/KA-EUGS",1
"reciprocation","SPRO-EBGZ",10
"reciprocations","SPRO-EBGSZ",0
"reciprocity","SPRO-FT",11
"reciprocity","SPRO-EFT",0
"red herring","R-ED/H-ERG",2
"Rees-Mogg","RAO-ES/PHO-G",4
"refreshing my memory","TPR-EURPLG",8
"reggaeton","R-EG/A-EU/TO-PB",2
"regime","RA-EUPBLG/AO-EPL",0
"religiosity","R-ELGS/T-EU",2
"relinquish","KW*-EURB",10
"relinquished","KW*-EURBD",7
"relinquishes","KW*-EURBZ",8
"relinquishing","KW*-EURBDZ",11
"Rembrandts","R-EPL/PWRA-PBTS",1
"Remembrance of Things Past","'-RPLS/-F/TH-EUPBGZ/PA*-S",2
"Remembrance of Things Past","'-RPL/A-PBS/-F/TH-EUPBGZ/PA*-S",1
"remortgage","PHO*-RPBLG",2
"remortgaged","PHO*-RPBLGD",1
"remortgages","PHO*-RPBLGZ",1
"remortgaging","PHO*-RPBLGDZ",1
"repetitively","R-FPT/-L",0
"reprehensibility","R-EP/H-EPBLS/-EUBLT",2
"Republican Party","RO-EUPT",25
"residual","STKAO-UL",17
"residually","STKAO*-UL",9
"residuals","STKAO-ULZ",8
"residue","STKAO-U",12
"resurrect","R-URBGT",5
"resurrected","R-URBGTD",6
"resurrecting","R*-URBGT",12
"resurrection","R-URBGZ",11
"resurrections","R-URBGSZ",9
"resurrects","R-URBGTS",0
"retina","RA*-EPBT",14
"retinal","RA*-EPBLT",8
"retinas","RA*-EPBTZ",0
"retro","R*-ERT",40
"Rio","RAO*-E",24
"Robinson","RO*-EUBS",12
"roughly speaking","RAO*-EBGDZ",22
"Rwandan","WRA*-EPBD",11
"Rwandans","WRA*-EPBDZ",0
"S&P","S*-P",7
"Samarian","SPHA-ER/KWRA-PB",0
"Samsung","SPH-UPBG",13
"San Antonio, Texas,","SA*-PB/TO-EUPB/T-BGS",2
"San Diego","STKAO-EG",25
"São Paulo","SA-U/-F",0
"São Paulo","SA-U/-P",0
"satirical","SA-T/AO-ERBLG",0
"Saudi Arabian","SA*-UBD",12
"savings account","SA*-EUFBGT",1
"savings accounts","SA*-EUFBGTZ",0
"scene of the crime","SKRAO-EUPBL",0
"Schopenhaeur","SHO-P/HA-UR",1
"Securities and Exchange Commission","S*-EBG/S*-EBG",8
"seeming like","SPHRAO-EUBGDZ",10
"self-confidence","SK-FS",11
"self-confident","SK-FT",8
"self-confident","#1K-69",0
"self-control","SKRO-EL",40
"self-controlled","SKRO-ELD",4
"separately","SPRA-EULT",5
"sequentially","SKW*-EPBTD",23
"serious bodily harm","SAO-ERS/PWO-ELD/HA-RPL",0
"Seth Godin","S*-ET/TKPWO-ED/-EUPB",0
"sexually assaulted","S*-EBLGS/SA-ULD",0
"Shaftesbury","SHA-FTS/PW-EUR",4
"share buyback","SHA-EUR/PWAO-EU/PWA-BG",0
"share buybacks","SHA-EUR/PWAO-EU/PWA-BGS",0
"she could really do","'-EBGD/*-RL/TKAO",0
"she doesn't have anything else","SKWHRAO*-FLGSZ",1
"she figures out","SH-EFGTS",4
"she should say","SH-ERBDZ",2
"she shouldn't be","SH*-ERBLG",34
"she shouldn't say","SH*-ERBDZ",3
"Sherlock Holmes","SH-ER/HRO-BG/HO-EPLZ",1
"shrinkage","SHR*-EUPBLG",16
"shrinkages","SHR*-EUPBLGZ",3
"side-by-side","SAO*-EUBD",15
"sideline","STKHRAO-EUPB",8
"sidelines","STKHRAO-EUPBZ",5
"Simcheck","S-EUPL/KH-EBG",0
"simulacrum","S-EUPL/HRA-BG/R-UPL",1
"simulacrum","S-EUPL/KR-UPL",10
"simulacrums","S-EUPL/KR-UPLZ",0
"simulate","SPHAO-ULT",26
"simulated","SPHAO-ULTD",7
"simulates","SPHAO-ULTS",2
"simulating","SPHAO-ULGT",8
"simulation","SPHAO-ULGS",59
"simulations","SPHAO-ULGSZ",5
"simulator","SPHAO-URLT",24
